length,rapidfuzz,fuzzywuzzy
229,1.47741039982066E-05,0.000114311455007
231,1.48045659880154E-05,0.000114898404994
233,1.504094300617E-05,0.000116245665995
235,1.51559070072835E-05,0.000117585776999
237,1.52848660072777E-05,0.000118481771991
239,1.5472093000426E-05,0.000119225306
241,1.55618139979197E-05,0.000120039714995
243,1.5744022995932E-05,0.000121076092997
245,1.58462980034528E-05,0.000122150812007
247,1.59271480079042E-05,0.000123266133
249,1.61576160026016E-05,0.000124344644995
251,1.63198060035938E-05,0.000125792998995
253,1.6568898994592E-05,0.000127214098
255,1.66844630002743E-05,0.000128028859996
257,1.66647279984318E-05,0.000128670998994
259,1.69301230052952E-05,0.000130382859003
261,1.70614090020536E-05,0.000131481940989
263,1.71477729891194E-05,0.000132052496003
265,1.72364690079121E-05,0.000132789817988
267,1.79785390064353E-05,0.000134453482999
269,1.80238299944904E-05,0.000135253105007
271,1.82099790108623E-05,0.000136621645011
273,1.82795060100034E-05,0.000137327299002
275,1.85200749983778E-05,0.000138336503995
277,1.87584560044343E-05,0.000139191800001
279,1.89943930017762E-05,0.000140816237006
281,1.9124821992591E-05,0.000141703382003
283,1.91917250049301E-05,0.00014264125099
285,1.94300720031606E-05,0.000143347852994
287,1.95511229976546E-05,0.000144150303997
289,2.00791920069605E-05,0.000146239491994
291,2.0289224004955E-05,0.000147191330994
293,2.03385050117504E-05,0.000147849129004
295,2.07371319993399E-05,0.000148712209004
297,2.09699789993465E-05,0.000150144560001
299,2.11365580034908E-05,0.000151578304009
301,2.14042790030362E-05,0.000152339683002
303,2.1564266004134E-05,0.000153978180999
305,2.17921639996348E-05,0.000154540363001
307,2.18492610001704E-05,0.000155803985006
309,2.20731649897061E-05,0.000156154302007
311,2.23013549984898E-05,0.000158118192994
313,2.238340099575E-05,0.000158841433004
315,2.25295410054969E-05,0.000160488378999
317,2.26880679983878E-05,0.000161383741011
319,2.28798370080767E-05,0.000164466032002
321,2.29700439958833E-05,0.000169989179994
323,2.32448210008442E-05,0.00016617372699
325,2.32955820101779E-05,0.000165016141997
327,2.35161290038377E-05,0.00016694130101
329,2.38300689961761E-05,0.000167329047996
331,2.40163120033685E-05,0.000168139863992
333,2.42753409984289E-05,0.000168868349996
335,2.43902590009384E-05,0.000170731887003
