length,rapidfuzz,fuzzywuzzy
1,5.01044996781275E-07,9.69333300599828E-06
3,9.99764015432447E-07,2.18303840083536E-05
5,8.9042101171799E-07,2.07718449964886E-05
7,9.35221003601328E-07,2.00715809914982E-05
9,9.26092994632199E-07,1.92557980044512E-05
11,1.1165420000907E-06,2.21459989988944E-05
13,1.15566601743922E-06,2.14654259907547E-05
15,1.22952499077655E-06,2.22855050087674E-05
17,1.33281599846669E-06,2.36018970026635E-05
19,1.5061890007928E-06,2.42880429868819E-05
21,1.57185000716709E-06,2.46419570030412E-05
23,1.63525700918399E-06,2.79072970006382E-05
25,1.81323298602365E-06,3.00702179956716E-05
27,1.85943598626181E-06,2.74251509981696E-05
29,1.92892600898631E-06,2.80887830012944E-05
31,2.09020698093809E-06,2.85048329969868E-05
33,2.26797099458054E-06,3.21471189963631E-05
35,2.28296397835948E-06,3.1930678000208E-05
37,2.54349200986326E-06,3.34898660075851E-05
39,2.71850900026038E-06,3.43288919975748E-05
41,3.20446401019581E-06,3.53597840003204E-05
43,2.78163602342829E-06,3.70291129947873E-05
45,2.93016800424084E-06,3.70104409958003E-05
47,3.01605398999527E-06,3.901459100598E-05
49,3.19428701186553E-06,3.98341359978076E-05
51,3.68372499360703E-06,4.25409390009008E-05
53,3.43782300478779E-06,4.29832980007632E-05
55,4.03229100629687E-06,4.42693920049351E-05
57,4.18512499891222E-06,4.72722590056946E-05
59,3.73011198826134E-06,4.89102980063763E-05
61,3.91370299621485E-06,4.98102620040299E-05
63,4.01063999743201E-06,5.11281939980108E-05
65,4.13503200979903E-06,5.28024149971316E-05
67,4.5202040055301E-06,5.75745499954792E-05
69,4.98526298906654E-06,6.02364989899797E-05
71,5.2347379969433E-06,6.19342350109946E-05
73,5.52773399977014E-06,6.01718780089868E-05
75,5.75201000901871E-06,6.18224250065396E-05
77,6.03169199894182E-06,6.14439740020316E-05
79,6.09710699063726E-06,6.25524150091223E-05
81,6.56437201541849E-06,6.81237039971165E-05
83,7.05472100526094E-06,6.6201319990796E-05
85,7.51741798012518E-06,7.09370510012377E-05
87,7.2399529744871E-06,7.12815589940874E-05
89,7.85858399467543E-06,7.97010110109113E-05
91,7.97778699779883E-06,7.31405469996389E-05
93,8.8256330054719E-06,7.66881620074855E-05
95,8.65391298430041E-06,7.79602309921756E-05
97,8.59970098827034E-06,7.99986890051514E-05
99,8.82414999068715E-06,8.30240679933922E-05
101,9.02513202163391E-06,8.46724219882162E-05
103,9.32767300400883E-06,8.94330529990839E-05
105,9.36791999265552E-06,8.77761789888609E-05
107,9.49830299941823E-06,9.18060580006568E-05
109,9.72120600636117E-06,9.08775370044168E-05
111,9.93264600401744E-06,9.29285930033075E-05
113,1.02504170208704E-05,9.73434159968747E-05
115,1.01973109995015E-05,9.914502799802E-05
117,1.03582050069235E-05,0.000106915976998
119,1.04444759781472E-05,0.000102280670995
121,1.05471459974069E-05,0.000113112742998
123,1.07132790144533E-05,0.000106650062997
125,1.08325110049918E-05,0.000108585268012
127,1.1103558994364E-05,0.00011395491501
129,1.14121430087835E-05,0.000119301186991
131,1.17951320135035E-05,0.000117892695998
133,1.22093940153718E-05,0.000115934706002
135,1.23523939982988E-05,0.000117698450995
137,1.26207239809446E-05,0.00012542093599
139,1.29438519943506E-05,0.000128418303007
141,1.30920520168729E-05,0.000124119029002
143,1.32128639961593E-05,0.00012907934899
145,1.33514599874616E-05,0.000129253546998
147,1.36820339830592E-05,0.000129664085005
149,1.38164140225854E-05,0.000131760353994
151,1.41732410120312E-05,0.000135145756009
153,1.43741840147413E-05,0.000138157320005
155,1.45246869942639E-05,0.000146058976999
157,1.46818550128955E-05,0.000139760837992
159,1.53462390007917E-05,0.000144921676998
161,1.56402259890456E-05,0.000147088575002
163,1.59519229782745E-05,0.000147820840008
165,1.62376019870862E-05,0.000152515987997
167,1.64095000072848E-05,0.000153465919997
169,1.66183519759215E-05,0.000155785081995
171,1.67693410185166E-05,0.000159186260003
173,1.68992549879476E-05,0.000158850335996
175,1.71039569831919E-05,0.000161083535
177,1.72762110014446E-05,0.000167728313012
179,1.75823919998948E-05,0.000174701009004
181,1.7718981980579E-05,0.000178701701007
183,1.79810959962197E-05,0.000172234523008
185,1.82120869867504E-05,0.000186665882997
187,1.85256330005359E-05,0.000186150485999
