length,rapidfuzz,fuzzywuzzy
1,3.50286005414091E-07,5.6390649988316E-06
3,5.10899000801146E-07,7.93434999650344E-06
5,6.68482010951266E-07,9.59031200909521E-06
7,8.12035999842919E-07,1.23113529989496E-05
9,9.4325200188905E-07,1.17640249955002E-05
11,1.11293699592352E-06,1.50686169945402E-05
13,1.30795499717351E-06,1.45761120074894E-05
15,1.46016498911195E-06,1.54892010032199E-05
17,1.66886199440341E-06,1.76087009895127E-05
19,1.89866300206631E-06,1.81748390023131E-05
21,2.11013900116086E-06,1.93296630022815E-05
23,2.26665400259662E-06,2.06148510042112E-05
25,2.59648999781348E-06,2.22005730029196E-05
27,2.81668199750129E-06,2.41648310038727E-05
29,2.99544200242963E-06,2.46730350045254E-05
31,3.32636399252806E-06,2.6534795993939E-05
33,3.63772800483275E-06,2.82857989950571E-05
35,3.88643599580973E-06,3.05226080090506E-05
37,4.36774401168805E-06,3.26310780073982E-05
39,4.83594599063508E-06,3.61797490040772E-05
41,5.28791699616704E-06,3.7725385001977E-05
43,5.58019800519105E-06,3.98932639945997E-05
45,5.9277469990775E-06,4.19419330137316E-05
47,6.40192200080492E-06,4.55258000001777E-05
49,6.85283899656497E-06,5.04188509949017E-05
51,7.08508800016716E-06,5.15553320001345E-05
53,7.70732101227623E-06,5.77935780020198E-05
55,8.12683001277037E-06,5.89189140009694E-05
57,8.54394398629665E-06,6.28199659986421E-05
59,9.18151000223588E-06,6.90430289978394E-05
61,9.62665400584229E-06,7.13434039935237E-05
63,9.96945300721564E-06,7.39204290002817E-05
65,1.04723890108289E-05,7.92557800014038E-05
67,1.08818430016981E-05,8.34967429982498E-05
69,1.15855129988631E-05,8.90948969899909E-05
71,1.19263319938909E-05,9.49722450022818E-05
73,1.3081818993669E-05,0.000100974774003
75,1.35506000078749E-05,0.000105793786002
77,1.44486200006213E-05,0.000111345712998
79,1.50435640098294E-05,0.000123889552997
81,1.69531690044096E-05,0.000126000154007
83,1.84647479909472E-05,0.000135095168007
85,1.96572779968847E-05,0.000142763021009
87,2.02037529961672E-05,0.000146637486003
89,2.19993560021976E-05,0.000157380969002
91,2.28567909944104E-05,0.000166915279013
93,2.4228378009866E-05,0.000175351751008
95,2.6020168006653E-05,0.000186128655012
97,2.67025219945935E-05,0.000193423671008
99,2.85963479982456E-05,0.000204483103997
101,3.03564600035315E-05,0.000216962921011
103,3.1609040001058E-05,0.000228074794999
105,3.21535399998538E-05,0.000233374890013
107,3.27406500000507E-05,0.000237674694989
109,3.48806499969214E-05,0.000249123646005
111,3.56450249964837E-05,0.000258090624004
113,3.6918482001056E-05,0.000272396763001
115,3.84809259994654E-05,0.000283511721005
117,3.95653339946875E-05,0.000296778331001
119,4.11088359978749E-05,0.000308007761996
121,4.26277679944178E-05,0.000314575270007
123,4.40600830042968E-05,0.000332806456005
125,4.49945689906599E-05,0.000339467621001
127,4.69436650018906E-05,0.000360767299004
129,4.7853979995125E-05,0.000373819089
131,4.88050730054965E-05,0.000382529248003
133,5.07496229984099E-05,0.000404360472996
135,5.16376110026613E-05,0.000415182812008
137,5.42451299988898E-05,0.00043276664101
139,5.6425725997542E-05,0.000451281335001
141,5.72147049970226E-05,0.000465573665002
143,5.8692375998362E-05,0.000486661880001
145,5.89638669916894E-05,0.000508367773989
147,6.11872939916793E-05,0.000536705517006
